Source ontology term IRI	Source ontology term label	Include in View	User-preferred label	Include all children
http://purl.obolibrary.org/obo/MI_0064	interologs mapping	y	Interologs mapping	
http://purl.obolibrary.org/obo/MI_0065	isothermal titration calorimetry			
http://purl.obolibrary.org/obo/MI_0066	lambda phage display			
http://purl.obolibrary.org/obo/MI_0067	light scattering			
http://purl.obolibrary.org/obo/MI_0068	mass detection of residue modification			
http://purl.obolibrary.org/obo/MI_0069	mass spectrometry studies of complexes			
http://purl.obolibrary.org/obo/MI_0070	mobility shift			
http://purl.obolibrary.org/obo/MI_0071	molecular sieving			
http://purl.obolibrary.org/obo/MI_0072	monoclonal antibody western blot			
http://purl.obolibrary.org/obo/MI_0073	mrna display			
http://purl.obolibrary.org/obo/MI_0074	mutation analysis	y	Mutation analysis	
http://purl.obolibrary.org/obo/MI_0075	myc tag coimmunoprecipitation			
http://purl.obolibrary.org/obo/MI_0076	neural network on interface properties			
http://purl.obolibrary.org/obo/MI_0077	nuclear magnetic resonance			
http://purl.obolibrary.org/obo/MI_0078	nucleotide sequence identification			
http://purl.obolibrary.org/obo/MI_0079	other biochemical technologies			
http://purl.obolibrary.org/obo/MI_0080	partial DNA sequence identification by hybridization			
http://purl.obolibrary.org/obo/MI_0081	peptide array			
http://purl.obolibrary.org/obo/MI_0082	peptide massfingerprinting			
http://purl.obolibrary.org/obo/MI_0083	peptide synthesis			
http://purl.obolibrary.org/obo/MI_0084	phage display			
http://purl.obolibrary.org/obo/MI_0085	phylogenetic profile			
http://purl.obolibrary.org/obo/MI_0086	polyclonal antibody western blot			
http://purl.obolibrary.org/obo/MI_0087	predictive text mining			
http://purl.obolibrary.org/obo/MI_0088	primer specific pcr			
http://purl.obolibrary.org/obo/MI_0089	protein array			
http://purl.obolibrary.org/obo/MI_0090	protein complementation assay			
http://purl.obolibrary.org/obo/MI_0091	chromatography technology			
http://purl.obolibrary.org/obo/MI_0092	protein in situ array			
http://purl.obolibrary.org/obo/MI_0093	protein sequence identification	y	Protein sequence identification	
http://purl.obolibrary.org/obo/MI_0094	protein staining			
http://purl.obolibrary.org/obo/MI_0095	proteinchip(r) on a surface-enhanced laser desorption/ionization			
http://purl.obolibrary.org/obo/MI_0096	pull down			
http://purl.obolibrary.org/obo/MI_0097	reverse ras recruitment system			
http://purl.obolibrary.org/obo/MI_0098	ribosome display			
http://purl.obolibrary.org/obo/MI_0099	scintillation proximity assay			
http://purl.obolibrary.org/obo/MI_0100	sequence based phylogenetic profile			
http://purl.obolibrary.org/obo/MI_0101	sequence based prediction			
http://purl.obolibrary.org/obo/MI_0102	sequence tag identification			
http://purl.obolibrary.org/obo/MI_0103	southern blot			
http://purl.obolibrary.org/obo/MI_0104	static light scattering			
http://purl.obolibrary.org/obo/MI_0105	structure based prediction			
http://purl.obolibrary.org/obo/MI_0106	surface patches			
http://purl.obolibrary.org/obo/MI_0107	surface plasmon resonance			
http://purl.obolibrary.org/obo/MI_0108	t7 phage display			
http://purl.obolibrary.org/obo/MI_0109	tap tag coimmunoprecipitation			
http://purl.obolibrary.org/obo/MI_0110	text mining			
http://purl.obolibrary.org/obo/MI_0111	dihydrofolate reductase reconstruction			
http://purl.obolibrary.org/obo/MI_0112	ubiquitin reconstruction			
http://purl.obolibrary.org/obo/MI_0113	western blot			
http://purl.obolibrary.org/obo/MI_0114	x-ray crystallography			
http://purl.obolibrary.org/obo/MI_0115	yeast display			
http://purl.obolibrary.org/obo/MI_0116	feature type			
http://purl.obolibrary.org/obo/MI_0117	binding-associated region			
http://purl.obolibrary.org/obo/MI_0118	mutation	y	Mutation	
http://purl.obolibrary.org/obo/MI_0119	mutation decreasing interaction			
http://purl.obolibrary.org/obo/MI_0120	post translation modification			
http://purl.obolibrary.org/obo/MI_0121	acetylated residue			
http://purl.obolibrary.org/obo/MI_0122	n-acetyl-alanine			
http://purl.obolibrary.org/obo/MI_0123	n2-acetyl-arginine			
http://purl.obolibrary.org/obo/MI_0124	n-acetyl-asparagine			
http://purl.obolibrary.org/obo/MI_0125	n-acetyl-aspartic acid			
http://purl.obolibrary.org/obo/MI_0126	n-acetyl-cysteine			
http://purl.obolibrary.org/obo/MI_0127	n-acetyl-glutamine			
http://purl.obolibrary.org/obo/MI_0128	n-acetyl-glutamic acid			
http://purl.obolibrary.org/obo/MI_0129	n-acetylglycine			
http://purl.obolibrary.org/obo/MI_0130	n-acetyl-histidine			
http://purl.obolibrary.org/obo/MI_0131	n-acetyl-isoleucine			
http://purl.obolibrary.org/obo/MI_0132	n-acetyl-leucine			
http://purl.obolibrary.org/obo/MI_0133	n2-acetyl-lysine			
http://purl.obolibrary.org/obo/MI_0134	n6-acetyl-lysine			
http://purl.obolibrary.org/obo/MI_0135	n-acetyl-methionine			
http://purl.obolibrary.org/obo/MI_0136	n-acetyl-phenylalanine			
http://purl.obolibrary.org/obo/MI_0137	n-acetyl-proline			
http://purl.obolibrary.org/obo/MI_0138	n-acetyl-serine			
http://purl.obolibrary.org/obo/MI_0139	n-acetyl-threonine			
http://purl.obolibrary.org/obo/MI_0140	n-acetyl-tryptophan			
http://purl.obolibrary.org/obo/MI_0141	n-acetyl-tyrosine			
http://purl.obolibrary.org/obo/MI_0142	n-acetyl-valine			
http://purl.obolibrary.org/obo/MI_0143	amidated residue			
http://purl.obolibrary.org/obo/MI_0145	arginine amide			
http://purl.obolibrary.org/obo/MI_0146	formylated residue			
http://purl.obolibrary.org/obo/MI_0147	n-formyl-methionine			
http://purl.obolibrary.org/obo/MI_0148	hydroxylated residue			
http://purl.obolibrary.org/obo/MI_0150	lipid modification			
http://purl.obolibrary.org/obo/MI_0151	s-farnesyl-cysteine			
http://purl.obolibrary.org/obo/MI_0152	s-geranylgeranyl-cysteine			
http://purl.obolibrary.org/obo/MI_0153	n-palmitoyl-cysteine			
http://purl.obolibrary.org/obo/MI_0154	s-palmitoyl-cysteine			
http://purl.obolibrary.org/obo/MI_0155	n-myristoyl-glycine			
http://purl.obolibrary.org/obo/MI_0156	n6-myristoyl-lysine			
http://purl.obolibrary.org/obo/MI_0157	methylated residue			
http://purl.obolibrary.org/obo/MI_0158	n-methyl-alanine			
http://purl.obolibrary.org/obo/MI_0159	n,n,n-trimethyl-alanine			
http://purl.obolibrary.org/obo/MI_0160	omega-n,omega-n-dimethyl-arginine			
http://purl.obolibrary.org/obo/MI_0161	beta-methylthioaspartic acid			
http://purl.obolibrary.org/obo/MI_0162	n5-methyl-glutamine			
http://purl.obolibrary.org/obo/MI_0163	glutamic acid 5-methyl ester			
http://purl.obolibrary.org/obo/MI_0165	n6-methyl-lysine			
http://purl.obolibrary.org/obo/MI_0166	n6,n6-dimethyl-lysine			
http://purl.obolibrary.org/obo/MI_0167	n6,n6,n6-trimethyl-lysine			
http://purl.obolibrary.org/obo/MI_0168	n-methyl-methionine			
http://purl.obolibrary.org/obo/MI_0169	n-methyl-phenylalanine			
http://purl.obolibrary.org/obo/MI_0170	phosphorylated residue			
http://purl.obolibrary.org/obo/MI_0171	omega-n-phospho-arginine			
http://purl.obolibrary.org/obo/MI_0172	aspartic 4-phosphoric anhydride			
http://purl.obolibrary.org/obo/MI_0173	s-phospho-cysteine			
http://purl.obolibrary.org/obo/MI_0176	o-phospho-serine			
http://purl.obolibrary.org/obo/MI_0177	o-phospho-threonine			
http://purl.obolibrary.org/obo/MI_0178	o4'-phospho-tyrosine			
http://purl.obolibrary.org/obo/MI_0179	other modification			
http://purl.obolibrary.org/obo/MI_0180	selenocysteine			
http://purl.obolibrary.org/obo/MI_0181	selenomethionine			
http://purl.obolibrary.org/obo/MI_0182	3-oxoalanine			
http://purl.obolibrary.org/obo/MI_0184	glutamyl 5-glycerylphosphorylethanolamine			
http://purl.obolibrary.org/obo/MI_0186	n6-biotinyl-lysine			
http://purl.obolibrary.org/obo/MI_0187	n6-(4-amino-2-hydroxybutyl)-lysine			
http://purl.obolibrary.org/obo/MI_0188	n6-retinal-lysine			
http://purl.obolibrary.org/obo/MI_0189	ubiquitinated lysine			
http://purl.obolibrary.org/obo/MI_0190	interaction type			
http://purl.obolibrary.org/obo/MI_0191	aggregation			
http://purl.obolibrary.org/obo/MI_0192	acetylation reaction			
http://purl.obolibrary.org/obo/MI_0193	amidation reaction			
http://purl.obolibrary.org/obo/MI_0194	cleavage reaction			
http://purl.obolibrary.org/obo/MI_0195	covalent binding			
http://purl.obolibrary.org/obo/MI_0196	covalent interaction			
http://purl.obolibrary.org/obo/MI_0197	deacetylation reaction			
http://purl.obolibrary.org/obo/MI_0198	defarnesylation reaction			
http://purl.obolibrary.org/obo/MI_0199	deformylation reaction			
http://purl.obolibrary.org/obo/MI_0200	degeranylation reaction			
http://purl.obolibrary.org/obo/MI_0201	demyristoylation reaction			
http://purl.obolibrary.org/obo/MI_0202	depalmitoylation reaction			
http://purl.obolibrary.org/obo/MI_0203	dephosphorylation reaction			
http://purl.obolibrary.org/obo/MI_0204	deubiquitination reaction			
http://purl.obolibrary.org/obo/MI_0205	disaggregation			
http://purl.obolibrary.org/obo/MI_0206	farnesylation reaction			
http://purl.obolibrary.org/obo/MI_0207	formylation reaction			
http://purl.obolibrary.org/obo/MI_0208	genetic interaction	y	Genetic interaction	
http://purl.obolibrary.org/obo/MI_0209	geranylgeranylation reaction			
http://purl.obolibrary.org/obo/MI_0210	hydroxylation reaction			
http://purl.obolibrary.org/obo/MI_0211	lipid addition			
http://purl.obolibrary.org/obo/MI_0212	lipoprotein cleavage reaction			
http://purl.obolibrary.org/obo/MI_0213	methylation reaction			
http://purl.obolibrary.org/obo/MI_0214	myristoylation reaction			
http://purl.obolibrary.org/obo/MI_0215	non covalent interaction			
http://purl.obolibrary.org/obo/MI_0216	palmitoylation reaction			
http://purl.obolibrary.org/obo/MI_0217	phosphorylation reaction			
http://purl.obolibrary.org/obo/MI_0218	physical interaction			
http://purl.obolibrary.org/obo/MI_0219	synthetic lethal			
http://purl.obolibrary.org/obo/MI_0220	ubiquitination reaction			
http://purl.obolibrary.org/obo/MI_0221	expression level			
http://purl.obolibrary.org/obo/MI_0222	physiological level			
http://purl.obolibrary.org/obo/MI_0223	under expressed level			
http://purl.obolibrary.org/obo/MI_0225	chromatin immunoprecipitation array			
http://purl.obolibrary.org/obo/MI_0226	ion exchange chromatography			
http://purl.obolibrary.org/obo/MI_0227	reverse phase chromatography			
http://purl.obolibrary.org/obo/MI_0228	cytoplasmic complementation assay			
http://purl.obolibrary.org/obo/MI_0230	membrane bound complementation assay			
http://purl.obolibrary.org/obo/MI_0231	mammalian protein protein interaction trap			
http://purl.obolibrary.org/obo/MI_0232	transcriptional complementation assay			
http://purl.obolibrary.org/obo/MI_0233	protein dna complex			
http://purl.obolibrary.org/obo/MI_0234	131i radiolabel			
http://purl.obolibrary.org/obo/MI_0235	14c radiolabel			
http://purl.obolibrary.org/obo/MI_0236	32p radiolabel			
http://purl.obolibrary.org/obo/MI_0237	33p radiolabel			
http://purl.obolibrary.org/obo/MI_0238	3h radiolabel			
http://purl.obolibrary.org/obo/MI_0239	biotin tag			
http://purl.obolibrary.org/obo/MI_0240	fusion protein			
http://purl.obolibrary.org/obo/MI_0241	horseradish peroxidase tag			
http://purl.obolibrary.org/obo/MI_0242	gene ontology definition reference			
http://purl.obolibrary.org/obo/MI_0243	isoform parent sequence reference			
http://purl.obolibrary.org/obo/MI_0244	reactome complex			
http://purl.obolibrary.org/obo/MI_0245	reactome protein			
http://purl.obolibrary.org/obo/MI_0246	cabri			
http://purl.obolibrary.org/obo/MI_0247	newt			
http://purl.obolibrary.org/obo/MI_0248	resid			
http://purl.obolibrary.org/obo/MI_0249	huge			
http://purl.obolibrary.org/obo/MI_0250	gene			
http://purl.obolibrary.org/obo/MI_0251	gene product			
http://purl.obolibrary.org/obo/MI_0252	biological feature			
http://purl.obolibrary.org/obo/MI_0253	isotope label			
http://purl.obolibrary.org/obo/MI_0254	genetic interference			
http://purl.obolibrary.org/obo/MI_0255	post transcriptional interference			
http://purl.obolibrary.org/obo/MI_0256	rna interference			
http://purl.obolibrary.org/obo/MI_0257	antisense rna			
http://purl.obolibrary.org/obo/MI_0258	inhibitor antibodies			
http://purl.obolibrary.org/obo/MI_0259	perturbagens peptides			
http://purl.obolibrary.org/obo/MI_0260	inhibitor small molecules			
http://purl.obolibrary.org/obo/MI_0261	suppression			
http://purl.obolibrary.org/obo/MI_0262	suppression mutation			
http://purl.obolibrary.org/obo/MI_0263	suppression knockout			
http://purl.obolibrary.org/obo/MI_0264	suppression partial alteration			
http://purl.obolibrary.org/obo/MI_0265	suppression expression alteration			
http://purl.obolibrary.org/obo/MI_0266	suppression overexpression			
http://purl.obolibrary.org/obo/MI_0267	suppression scalable			
http://purl.obolibrary.org/obo/MI_0268	suppression underexpression			
http://purl.obolibrary.org/obo/MI_0269	synthetic phenotype			
http://purl.obolibrary.org/obo/MI_0270	conditional synthetic lethal			
http://purl.obolibrary.org/obo/MI_0271	conditional synthetic lethal temperature-sensitivity			
http://purl.obolibrary.org/obo/MI_0273	synthetic growth effect			
http://purl.obolibrary.org/obo/MI_0274	synthetic growth defect			
http://purl.obolibrary.org/obo/MI_0275	synthetic growth increase			
http://purl.obolibrary.org/obo/MI_0276	blue native page			
http://purl.obolibrary.org/obo/MI_0300	alias type			
http://purl.obolibrary.org/obo/MI_0301	gene name			
http://purl.obolibrary.org/obo/MI_0302	gene name synonym			
http://purl.obolibrary.org/obo/MI_0303	gene ontology synonym			
http://purl.obolibrary.org/obo/MI_0304	isoform synonym			
http://purl.obolibrary.org/obo/MI_0305	ordered locus name			
http://purl.obolibrary.org/obo/MI_0306	open reading frame name			
http://purl.obolibrary.org/obo/MI_0307	delivery method			
http://purl.obolibrary.org/obo/MI_0308	electroporation			
http://purl.obolibrary.org/obo/MI_0309	genomic tagging			
http://purl.obolibrary.org/obo/MI_0310	infection			
http://purl.obolibrary.org/obo/MI_0311	microinjection			
http://purl.obolibrary.org/obo/MI_0312	nucleic acid transfection			
http://purl.obolibrary.org/obo/MI_0313	interactor type			
http://purl.obolibrary.org/obo/MI_0314	complex			
http://purl.obolibrary.org/obo/MI_0315	protein complex			
http://purl.obolibrary.org/obo/MI_0316	ribonucleoprotein complex			
http://purl.obolibrary.org/obo/MI_0317	interaction			
http://purl.obolibrary.org/obo/MI_0318	nucleic acid			
http://purl.obolibrary.org/obo/MI_0319	deoxyribonucleic acid			
http://purl.obolibrary.org/obo/MI_0320	ribonucleic acid			
http://purl.obolibrary.org/obo/MI_0321	catalytic rna			
http://purl.obolibrary.org/obo/MI_0322	guide rna			
http://purl.obolibrary.org/obo/MI_0323	heterogeneous nuclear rna			
http://purl.obolibrary.org/obo/MI_0324	messenger rna			
http://purl.obolibrary.org/obo/MI_0325	transfer rna			
http://purl.obolibrary.org/obo/MI_0326	protein			
http://purl.obolibrary.org/obo/MI_0327	peptide			
http://purl.obolibrary.org/obo/MI_0328	small molecule	y	Small molecule	
http://purl.obolibrary.org/obo/MI_0329	unknown participant			
http://purl.obolibrary.org/obo/MI_0330	molecular source			
http://purl.obolibrary.org/obo/MI_0331	engineered			
http://purl.obolibrary.org/obo/MI_0332	naturally occurring			
http://purl.obolibrary.org/obo/MI_0333	feature range status			
http://purl.obolibrary.org/obo/MI_0334	c-terminal position			
http://purl.obolibrary.org/obo/MI_0335	certain sequence position			
http://purl.obolibrary.org/obo/MI_0336	greater-than			
http://purl.obolibrary.org/obo/MI_0337	less-than			
http://purl.obolibrary.org/obo/MI_0338	range			
http://purl.obolibrary.org/obo/MI_0339	undetermined sequence position			
http://purl.obolibrary.org/obo/MI_0340	n-terminal position			
http://purl.obolibrary.org/obo/MI_0341	ragged n-terminus			
http://purl.obolibrary.org/obo/MI_0342	sample process			
http://purl.obolibrary.org/obo/MI_0343	cdna library			
http://purl.obolibrary.org/obo/MI_0344	cell lysate			
http://purl.obolibrary.org/obo/MI_0345	author assigned name			
http://purl.obolibrary.org/obo/MI_0346	experimental preparation			
http://purl.obolibrary.org/obo/MI_0348	fixed cell			
http://purl.obolibrary.org/obo/MI_0349	living cell			
http://purl.obolibrary.org/obo/MI_0350	purified			
http://purl.obolibrary.org/obo/MI_0351	homogeneous			
http://purl.obolibrary.org/obo/MI_0352	partially purified			
http://purl.obolibrary.org/obo/MI_0353	cross-reference type			
http://purl.obolibrary.org/obo/MI_0354	cellular component			
http://purl.obolibrary.org/obo/MI_0355	molecular function			
http://purl.obolibrary.org/obo/MI_0356	identical object in an external resource			
http://purl.obolibrary.org/obo/MI_0357	method reference			
http://purl.obolibrary.org/obo/MI_0358	primary-reference			
http://purl.obolibrary.org/obo/MI_0359	biological process			
http://purl.obolibrary.org/obo/MI_0360	secondary accession number			
http://purl.obolibrary.org/obo/MI_0361	additional information			
http://purl.obolibrary.org/obo/MI_0362	inference			
http://purl.obolibrary.org/obo/MI_0363	inferred by author			
http://purl.obolibrary.org/obo/MI_0364	inferred by curator			
http://purl.obolibrary.org/obo/MI_0365	enzyme tag			
http://purl.obolibrary.org/obo/MI_0366	alkaline phosphatase tag			
http://purl.obolibrary.org/obo/MI_0367	green fluorescent protein tag			
http://purl.obolibrary.org/obo/MI_0368	yellow fluorescent protein tag			
http://purl.obolibrary.org/obo/MI_0369	lex-a dimerization assay			
http://purl.obolibrary.org/obo/MI_0370	tox-r dimerization assay			
http://purl.obolibrary.org/obo/MI_0371	35s radiolabel			
http://purl.obolibrary.org/obo/MI_0372	subcellular preparation			
http://purl.obolibrary.org/obo/MI_0373	dye label			
http://purl.obolibrary.org/obo/MI_0374	cyanine label			
http://purl.obolibrary.org/obo/MI_0375	cy3 label			
http://purl.obolibrary.org/obo/MI_0376	cy5 label			
http://purl.obolibrary.org/obo/MI_0377	fluorescein isothiocyanate label			
http://purl.obolibrary.org/obo/MI_0378	rare isotope label			
http://purl.obolibrary.org/obo/MI_0379	13c label			
http://purl.obolibrary.org/obo/MI_0380	15n label			
http://purl.obolibrary.org/obo/MI_0381	2h label			
http://purl.obolibrary.org/obo/MI_0382	mutation increasing interaction			
http://purl.obolibrary.org/obo/MI_0383	biopolymer			
http://purl.obolibrary.org/obo/MI_0384	alexa label			
http://purl.obolibrary.org/obo/MI_0385	alexa 350 label			
http://purl.obolibrary.org/obo/MI_0386	alexa 430 label			
http://purl.obolibrary.org/obo/MI_0387	alexa 488 label			
http://purl.obolibrary.org/obo/MI_0388	alexa 532 label			
http://purl.obolibrary.org/obo/MI_0389	alexa 546 label			
http://purl.obolibrary.org/obo/MI_0390	alexa 568 label			
http://purl.obolibrary.org/obo/MI_0391	alexa 594 label			
http://purl.obolibrary.org/obo/MI_0396	predetermined participant			
http://purl.obolibrary.org/obo/MI_0397	two hybrid array			
http://purl.obolibrary.org/obo/MI_0398	two hybrid pooling approach			
http://purl.obolibrary.org/obo/MI_0399	two hybrid fragment pooling approach			
http://purl.obolibrary.org/obo/MI_0400	affinity technology			
http://purl.obolibrary.org/obo/MI_0401	biochemical			
http://purl.obolibrary.org/obo/MI_0402	chromatin immunoprecipitation assay			
http://purl.obolibrary.org/obo/MI_0403	colocalization			
http://purl.obolibrary.org/obo/MI_0404	comigration in non denaturing gel electrophoresis			
http://purl.obolibrary.org/obo/MI_0405	competition binding			
http://purl.obolibrary.org/obo/MI_0406	deacetylase assay			
http://purl.obolibrary.org/obo/MI_0407	direct interaction			
http://purl.obolibrary.org/obo/MI_0408	disulfide bond			
http://purl.obolibrary.org/obo/MI_0409	dna footprinting			
http://purl.obolibrary.org/obo/MI_0410	electron tomography			
http://purl.obolibrary.org/obo/MI_0411	enzyme linked immunosorbent assay			
http://purl.obolibrary.org/obo/MI_0412	electrophoretic mobility supershift assay			
http://purl.obolibrary.org/obo/MI_0413	electrophoretic mobility shift assay			
http://purl.obolibrary.org/obo/MI_0414	enzymatic reaction	y	Enzymatic reaction	
http://purl.obolibrary.org/obo/MI_0415	enzymatic study			
http://purl.obolibrary.org/obo/MI_0416	fluorescence microscopy			
http://purl.obolibrary.org/obo/MI_0417	footprinting			
http://purl.obolibrary.org/obo/MI_0418	genetic			
http://purl.obolibrary.org/obo/MI_0419	gtpase assay			
http://purl.obolibrary.org/obo/MI_0420	kinase homogeneous time resolved fluorescence			
http://purl.obolibrary.org/obo/MI_0421	identification by antibody			
http://purl.obolibrary.org/obo/MI_0422	immunostaining			
http://purl.obolibrary.org/obo/MI_0423	in-gel kinase assay			
http://purl.obolibrary.org/obo/MI_0424	protein kinase assay			
http://purl.obolibrary.org/obo/MI_0425	kinase scintillation proximity assay			
http://purl.obolibrary.org/obo/MI_0426	light microscopy			
http://purl.obolibrary.org/obo/MI_0427	Identification by mass spectrometry			
http://purl.obolibrary.org/obo/MI_0428	imaging technique			
http://purl.obolibrary.org/obo/MI_0429	necessary binding region			
http://purl.obolibrary.org/obo/MI_0430	nucleic acid uv cross-linking assay			
http://purl.obolibrary.org/obo/MI_0431	obsolete			
http://purl.obolibrary.org/obo/MI_0432	one hybrid			
http://purl.obolibrary.org/obo/MI_0433	partial identification of protein sequence			
http://purl.obolibrary.org/obo/MI_0434	phosphatase assay			
http://purl.obolibrary.org/obo/MI_0435	protease assay			
http://purl.obolibrary.org/obo/MI_0436	protein footprinting			
http://purl.obolibrary.org/obo/MI_0437	protein three hybrid			
http://purl.obolibrary.org/obo/MI_0438	rna three hybrid			
http://purl.obolibrary.org/obo/MI_0439	random spore analysis			
http://purl.obolibrary.org/obo/MI_0440	saturation binding			
http://purl.obolibrary.org/obo/MI_0441	synthetic genetic analysis			
http://purl.obolibrary.org/obo/MI_0442	sufficient binding region			
http://purl.obolibrary.org/obo/MI_0443	ubiquitin binding			
http://purl.obolibrary.org/obo/MI_0444	database citation			
http://purl.obolibrary.org/obo/MI_0445	literature database			
http://purl.obolibrary.org/obo/MI_0446	pubmed			
http://purl.obolibrary.org/obo/MI_0447	feature database			
http://purl.obolibrary.org/obo/MI_0448	gene ontology			
http://purl.obolibrary.org/obo/MI_0449	interpro			
http://purl.obolibrary.org/obo/MI_0450	cdd			
http://purl.obolibrary.org/obo/MI_0451	pfam			
http://purl.obolibrary.org/obo/MI_0452	pirsf			
http://purl.obolibrary.org/obo/MI_0453	prints			
http://purl.obolibrary.org/obo/MI_0454	prodom			
http://purl.obolibrary.org/obo/MI_0455	prosite			
http://purl.obolibrary.org/obo/MI_0456	scop superfamily			
http://purl.obolibrary.org/obo/MI_0457	smart			
http://purl.obolibrary.org/obo/MI_0458	tigrfams			
http://purl.obolibrary.org/obo/MI_0459	mmdb			
http://purl.obolibrary.org/obo/MI_0460	rcsb pdb			
http://purl.obolibrary.org/obo/MI_0461	interaction database			
http://purl.obolibrary.org/obo/MI_0462	bind			
http://purl.obolibrary.org/obo/MI_0463	biogrid			
http://purl.obolibrary.org/obo/MI_0464	cygd			
http://purl.obolibrary.org/obo/MI_0465	dip			
http://purl.obolibrary.org/obo/MI_0466	ecocyc			
http://purl.obolibrary.org/obo/MI_0467	reactome			
http://purl.obolibrary.org/obo/MI_0468	hprd			
http://purl.obolibrary.org/obo/MI_0469	intact			
http://purl.obolibrary.org/obo/MI_0470	kegg			
http://purl.obolibrary.org/obo/MI_0471	mint			
http://purl.obolibrary.org/obo/MI_0472	pdbe			
http://purl.obolibrary.org/obo/MI_0473	participant database			
http://purl.obolibrary.org/obo/MI_0474	chebi			
http://purl.obolibrary.org/obo/MI_0475	ddbj/embl/genbank			
http://purl.obolibrary.org/obo/MI_0476	ensembl			
http://purl.obolibrary.org/obo/MI_0477	entrez gene/locuslink			
http://purl.obolibrary.org/obo/MI_0478	flybase			
http://purl.obolibrary.org/obo/MI_0479	mgd/mgi			
